Date,development_2024_2025_10bps,development_2024_2025_20bps,retrospective_2026_10bps,retrospective_2026_20bps
2024-03-27,0.0,0.0,,
2024-03-28,0.0,0.0,,
2024-04-01,0.0,0.0,,
2024-04-02,0.0,0.0,,
2024-04-03,0.0,0.0,,
2024-04-04,0.0,0.0,,
2024-04-05,0.0,0.0,,
2024-04-08,0.0,0.0,,
2024-04-09,0.0,0.0,,
2024-04-10,0.0,0.0,,
2024-04-11,0.0,0.0,,
2024-04-12,0.0,0.0,,
2024-04-15,0.0,0.0,,
2024-04-16,0.0,0.0,,
2024-04-17,0.0,0.0,,
2024-04-18,0.0,0.0,,
2024-04-19,0.0,0.0,,
2024-04-22,0.0,0.0,,
2024-04-23,0.0,0.0,,
2024-04-24,0.0,0.0,,
2024-04-25,0.0,0.0,,
2024-04-26,0.0,0.0,,
2024-04-29,0.0,0.0,,
2024-04-30,0.0,0.0,,
2024-05-01,0.0,0.0,,
2024-05-02,0.0,0.0,,
2024-05-03,0.0,0.0,,
2024-05-06,0.0,0.0,,
2024-05-07,0.0,0.0,,
2024-05-08,0.0,0.0,,
2024-05-09,0.0,0.0,,
2024-05-10,0.0,0.0,,
2024-05-13,0.0,0.0,,
2024-05-14,0.0,0.0,,
2024-05-15,0.0,0.0,,
2024-05-16,0.0,0.0,,
2024-05-17,0.0,0.0,,
2024-05-20,0.0,0.0,,
2024-05-21,0.0,0.0,,
2024-05-22,0.0,0.0,,
2024-05-23,0.0,0.0,,
2024-05-24,0.0,0.0,,
2024-05-28,0.0,0.0,,
2024-05-29,0.0,0.0,,
2024-05-30,0.0,0.0,,
2024-05-31,0.0,0.0,,
2024-06-03,0.0,0.0,,
2024-06-04,0.0,0.0,,
2024-06-05,0.0,0.0,,
2024-06-06,0.0,0.0,,
2024-06-07,0.0,0.0,,
2024-06-10,0.0,0.0,,
2024-06-11,0.0,0.0,,
2024-06-12,0.0,0.0,,
2024-06-13,0.0,0.0,,
2024-06-14,0.0,0.0,,
2024-06-17,0.0,0.0,,
2024-06-18,0.0,0.0,,
2024-06-20,0.0,0.0,,
2024-06-21,0.0,0.0,,
2024-06-24,0.0,0.0,,
2024-06-25,0.0,0.0,,
2024-06-26,0.0,0.0,,
2024-06-27,0.0,0.0,,
2024-06-28,0.0,0.0,,
2024-07-01,0.0,0.0,,
2024-07-02,0.0,0.0,,
2024-07-03,0.0,0.0,,
2024-07-05,0.0,0.0,,
2024-07-08,0.0,0.0,,
2024-07-09,0.0,0.0,,
2024-07-10,0.0,0.0,,
2024-07-11,0.0,0.0,,
2024-07-12,0.0,0.0,,
2024-07-15,0.0,0.0,,
2024-07-16,0.0,0.0,,
2024-07-17,0.0,0.0,,
2024-07-18,0.0,0.0,,
2024-07-19,0.0,0.0,,
2024-07-22,0.0,0.0,,
2024-07-23,0.0,0.0,,
2024-07-24,0.0,0.0,,
2024-07-25,0.0,0.0,,
2024-07-26,0.0,0.0,,
2024-07-29,0.0,0.0,,
2024-07-30,0.0,0.0,,
2024-07-31,0.0,0.0,,
2024-08-01,0.0,0.0,,
2024-08-02,0.0,0.0,,
2024-08-05,0.0,0.0,,
2024-08-06,0.0,0.0,,
2024-08-07,0.0,0.0,,
2024-08-08,0.0,0.0,,
2024-08-09,0.0,0.0,,
2024-08-12,0.0,0.0,,
2024-08-13,0.0,0.0,,
2024-08-14,0.0,0.0,,
2024-08-15,0.0,0.0,,
2024-08-16,0.0,0.0,,
2024-08-19,0.0,0.0,,
2024-08-20,0.0,0.0,,
2024-08-21,0.0,0.0,,
2024-08-22,0.0,0.0,,
2024-08-23,0.0,0.0,,
2024-08-26,0.0,0.0,,
2024-08-27,0.0,0.0,,
2024-08-28,0.0,0.0,,
2024-08-29,0.0,0.0,,
2024-08-30,0.0,0.0,,
2024-09-03,0.0,0.0,,
2024-09-04,0.0,0.0,,
2024-09-05,0.0,0.0,,
2024-09-06,0.0,0.0,,
2024-09-09,0.0,0.0,,
2024-09-10,0.0,0.0,,
2024-09-11,0.0,0.0,,
2024-09-12,0.0,0.0,,
2024-09-13,0.0,0.0,,
2024-09-16,0.0,0.0,,
2024-09-17,0.0,0.0,,
2024-09-18,0.0,0.0,,
2024-09-19,0.0,0.0,,
2024-09-20,0.0,0.0,,
2024-09-23,0.0,0.0,,
2024-09-24,0.0,0.0,,
2024-09-25,0.0,0.0,,
2024-09-26,0.0,0.0,,
2024-09-27,0.0,0.0,,
2024-09-30,0.0,0.0,,
2024-10-01,0.0,0.0,,
2024-10-02,0.0,0.0,,
2024-10-03,0.0,0.0,,
2024-10-04,0.0,0.0,,
2024-10-07,0.0,0.0,,
2024-10-08,0.0,0.0,,
2024-10-09,0.0,0.0,,
2024-10-10,0.0,0.0,,
2024-10-11,0.0,0.0,,
2024-10-14,0.0,0.0,,
2024-10-15,0.0,0.0,,
2024-10-16,0.0,0.0,,
2024-10-17,0.0,0.0,,
2024-10-18,0.0,0.0,,
2024-10-21,0.0,0.0,,
2024-10-22,0.0,0.0,,
2024-10-23,0.0,0.0,,
2024-10-24,0.0,0.0,,
2024-10-25,0.0,0.0,,
2024-10-28,0.0,0.0,,
2024-10-29,0.0,0.0,,
2024-10-30,0.07532594637760523,0.07533194978183955,,
2024-10-31,0.0,0.0,,
2024-11-01,0.0,0.0,,
2024-11-04,0.0,0.0,,
2024-11-05,0.0,0.0,,
2024-11-06,0.0,0.0,,
2024-11-07,0.08041609528904906,0.0804289257011984,,
2024-11-08,0.08053327693189917,0.08054612440280476,,
2024-11-11,0.0794775881821057,0.07949028179884729,,
2024-11-12,0.08018164796614904,0.08019444423424676,,
2024-11-13,0.07750636921749014,0.0775187745169648,,
2024-11-14,0.07659145477182269,0.07660372579455062,,
2024-11-15,0.0,0.0,,
2024-11-18,0.0,0.0,,
2024-11-19,0.0,0.0,,
2024-11-20,0.0,0.0,,
2024-11-21,0.0,0.0,,
2024-11-22,0.0,0.0,,
2024-11-25,0.0,0.0,,
2024-11-26,0.0,0.0,,
2024-11-27,0.0,0.0,,
2024-11-29,0.0,0.0,,
2024-12-02,0.0,0.0,,
2024-12-03,0.0,0.0,,
2024-12-04,0.0,0.0,,
2024-12-05,0.0,0.0,,
2024-12-06,0.0,0.0,,
2024-12-09,0.0,0.0,,
2024-12-10,0.0,0.0,,
2024-12-11,0.0,0.0,,
2024-12-12,0.0,0.0,,
2024-12-13,0.0,0.0,,
2024-12-16,0.06273644174730551,0.06275512995737048,,
2024-12-17,0.0,0.0,,
2024-12-18,0.0,0.0,,
2024-12-19,0.0,0.0,,
2024-12-20,0.0,0.0,,
2024-12-23,0.0,0.0,,
2024-12-24,0.0,0.0,,
2024-12-26,0.0,0.0,,
2024-12-27,0.0,0.0,,
2024-12-30,0.0,0.0,,
2024-12-31,0.0,0.0,,
2025-01-02,0.0,0.0,,
2025-01-03,0.0,0.0,,
2025-01-06,0.0,0.0,,
2025-01-07,0.0,0.0,,
2025-01-08,0.0,0.0,,
2025-01-10,0.0,0.0,,
2025-01-13,0.0,0.0,,
2025-01-14,0.0,0.0,,
2025-01-15,0.0,0.0,,
2025-01-16,0.0,0.0,,
2025-01-17,0.0,0.0,,
2025-01-21,0.0,0.0,,
2025-01-22,0.07408779816459769,0.07411575009138509,,
2025-01-23,0.07343617638206192,0.07346390197010758,,
2025-01-24,0.07107702085116804,0.07110392409886494,,
2025-01-27,0.0,0.0,,
2025-01-28,0.0,0.0,,
2025-01-29,0.0,0.0,,
2025-01-30,0.0,0.0,,
2025-01-31,0.0,0.0,,
2025-02-03,0.0,0.0,,
2025-02-04,0.0,0.0,,
2025-02-05,0.0,0.0,,
2025-02-06,0.0,0.0,,
2025-02-07,0.0,0.0,,
2025-02-10,0.0,0.0,,
2025-02-11,0.0,0.0,,
2025-02-12,0.0,0.0,,
2025-02-13,0.0,0.0,,
2025-02-14,0.07699221175824046,0.07703286562304001,,
2025-02-18,0.08826528614595336,0.08831132296420449,,
2025-02-19,0.08333211230970212,0.08337581141146554,,
2025-02-20,0.08442969145676102,0.08447391308525982,,
2025-02-21,0.08080066270212886,0.0808431513935983,,
2025-02-24,0.07900531830096427,0.07904694410415145,,
2025-02-25,0.07515171290192628,0.07519147410482707,,
2025-02-26,0.0,0.0,,
2025-02-27,0.0,0.0,,
2025-02-28,0.0,0.0,,
2025-03-03,0.0,0.0,,
2025-03-04,0.0,0.0,,
2025-03-05,0.0,0.0,,
2025-03-06,0.0,0.0,,
2025-03-07,0.0,0.0,,
2025-03-10,0.0,0.0,,
2025-03-11,0.0,0.0,,
2025-03-12,0.0,0.0,,
2025-03-13,0.0,0.0,,
2025-03-14,0.0,0.0,,
2025-03-17,0.0,0.0,,
2025-03-18,0.0,0.0,,
2025-03-19,0.0,0.0,,
2025-03-20,0.0,0.0,,
2025-03-21,0.0,0.0,,
2025-03-24,0.0,0.0,,
2025-03-25,0.0,0.0,,
2025-03-26,0.0,0.0,,
2025-03-27,0.0,0.0,,
2025-03-28,0.0,0.0,,
2025-03-31,0.0,0.0,,
2025-04-01,0.0,0.0,,
2025-04-02,0.0,0.0,,
2025-04-03,0.0,0.0,,
2025-04-04,0.0,0.0,,
2025-04-07,0.0,0.0,,
2025-04-08,0.0,0.0,,
2025-04-09,0.0,0.0,,
2025-04-10,0.0,0.0,,
2025-04-11,0.0,0.0,,
2025-04-14,0.0,0.0,,
2025-04-15,0.0,0.0,,
2025-04-16,0.0,0.0,,
2025-04-17,0.0,0.0,,
2025-04-21,0.0,0.0,,
2025-04-22,0.0,0.0,,
2025-04-23,0.0,0.0,,
2025-04-24,0.0,0.0,,
2025-04-25,0.0,0.0,,
2025-04-28,0.0,0.0,,
2025-04-29,0.0,0.0,,
2025-04-30,0.0,0.0,,
2025-05-01,0.0,0.0,,
2025-05-02,0.0,0.0,,
2025-05-05,0.0,0.0,,
2025-05-06,0.0,0.0,,
2025-05-07,0.0,0.0,,
2025-05-08,0.0,0.0,,
2025-05-09,0.0,0.0,,
2025-05-12,0.0,0.0,,
2025-05-13,0.0,0.0,,
2025-05-14,0.0,0.0,,
2025-05-15,0.0,0.0,,
2025-05-16,0.0,0.0,,
2025-05-19,0.0,0.0,,
2025-05-20,0.0,0.0,,
2025-05-21,0.0,0.0,,
2025-05-22,0.0,0.0,,
2025-05-23,0.0,0.0,,
2025-05-27,0.0,0.0,,
2025-05-28,0.0,0.0,,
2025-05-29,0.0,0.0,,
2025-05-30,0.0,0.0,,
2025-06-02,0.0,0.0,,
2025-06-03,0.0,0.0,,
2025-06-04,0.07889069279274848,0.07864987897387439,,
2025-06-05,0.0801637883220727,0.07991942555633039,,
2025-06-06,0.08185578482595053,0.08160672194294089,,
2025-06-09,0.08396205206269285,0.08370716471812267,,
2025-06-10,0.08856198841959652,0.08829448281865279,,
2025-06-11,0.09022325765885568,0.08995122934534965,,
2025-06-12,0.10530767744342509,0.10499541753270782,,
2025-06-13,0.09762464615570653,0.09733268967127746,,
2025-06-16,0.0943500561196102,0.09406687177408071,,
2025-06-17,0.08897787425272244,0.08870923471406834,,
2025-06-18,0.0,0.0,,
2025-06-20,0.07293819885936201,0.0730021497174292,,
2025-06-23,0.0721942824416196,0.07225763188583041,,
2025-06-24,0.07797942859017852,0.07804742738936307,,
2025-06-25,0.07819838801454965,0.07826656154075685,,
2025-06-26,0.08042119440713508,0.08049113656920824,,
2025-06-27,0.07920582867242452,0.07927480495488266,,
2025-06-30,0.07850319481706174,0.07857161142437223,,
2025-07-01,0.07458007007790805,0.0746453445872132,,
2025-07-02,0.0,0.0,,
2025-07-03,0.0,0.0,,
2025-07-07,0.0,0.0,,
2025-07-08,0.0,0.0,,
2025-07-09,0.0,0.0,,
2025-07-10,0.0,0.0,,
2025-07-11,0.0,0.0,,
2025-07-14,0.0,0.0,,
2025-07-15,0.0,0.0,,
2025-07-16,0.0,0.0,,
2025-07-17,0.0,0.0,,
2025-07-18,0.0,0.0,,
2025-07-21,0.0,0.0,,
2025-07-22,0.0,0.0,,
2025-07-23,0.0,0.0,,
2025-07-24,0.0,0.0,,
2025-07-25,0.0,0.0,,
2025-07-28,0.0,0.0,,
2025-07-29,0.07009788706715227,0.07016960780003711,,
2025-07-30,0.07240466878163312,0.07247856574286635,,
2025-07-31,0.07047574179921852,0.07054781980467276,,
2025-08-01,0.06788014913333995,0.06794976659132958,,
2025-08-04,0.06965295710273102,0.06972425673830313,,
2025-08-05,0.06857223450375327,0.06864250948971244,,
2025-08-06,0.0,0.0,,
2025-08-07,0.0,0.0,,
2025-08-08,0.0,0.0,,
2025-08-11,0.0,0.0,,
2025-08-12,0.0,0.0,,
2025-08-13,0.0,0.0,,
2025-08-14,0.0,0.0,,
2025-08-15,0.0,0.0,,
2025-08-18,0.0,0.0,,
2025-08-19,0.0,0.0,,
2025-08-20,0.0,0.0,,
2025-08-21,0.0,0.0,,
2025-08-22,0.0,0.0,,
2025-08-25,0.0,0.0,,
2025-08-26,0.0,0.0,,
2025-08-27,0.0,0.0,,
2025-08-28,0.0,0.0,,
2025-08-29,0.06914759881036768,0.06922839610828838,,
2025-09-02,0.07119887001821082,0.07128749823017602,,
2025-09-03,0.07370416218752142,0.07379566120270885,,
2025-09-04,0.08576721704879292,0.08587230327128959,,
2025-09-05,0.09329492808987006,0.09340829527674087,,
2025-09-08,0.09568872905137386,0.09580469770828413,,
2025-09-09,0.09570714038057071,0.095823128986461,,
2025-09-10,0.09987344538252234,0.09999392485796638,,
2025-09-11,0.11232262670535365,0.11245624767441093,,
2025-09-12,0.1144817968552247,0.11461765475291147,,
2025-09-15,0.1191183437392085,0.11925896289077687,,
2025-09-16,0.1208155589822242,0.12095790657734957,,
2025-09-17,0.1236143778042046,0.1237595588349186,,
2025-09-18,0.12922719409225938,0.12937799402563172,,
2025-09-19,0.13301204193176233,0.1331665831034533,,
2025-09-22,0.13381236870000168,0.13396769605441805,,
2025-09-23,0.13771383240415808,0.13787296766558016,,
2025-09-24,0.1303184345315309,0.13047031707491388,,
2025-09-25,0.12398313608842286,0.1241286888714067,,
2025-09-26,0.0,0.0,,
2025-09-29,0.0,0.0,,
2025-09-30,0.0,0.0,,
2025-10-01,0.0,0.0,,
2025-10-02,0.10651803409714058,0.10666864820816228,,
2025-10-03,0.10625443688117887,0.10640472265892145,,
2025-10-06,0.0,0.0,,
2025-10-07,0.0,0.0,,
2025-10-08,0.0,0.0,,
2025-10-09,0.0,0.0,,
2025-10-10,0.0,0.0,,
2025-10-13,0.0,0.0,,
2025-10-14,0.0,0.0,,
2025-10-15,0.0,0.0,,
2025-10-16,0.0,0.0,,
2025-10-17,0.0,0.0,,
2025-10-20,0.0,0.0,,
2025-10-21,0.0,0.0,,
2025-10-22,0.0,0.0,,
2025-10-23,0.0,0.0,,
2025-10-24,0.0,0.0,,
2025-10-27,0.12851264330295542,0.12872346704753856,,
2025-10-28,0.13169145008528538,0.13190669932890808,,
2025-10-29,0.13731221495617973,0.13753519613309134,,
2025-10-30,0.13712693550510519,0.1373496637096172,,
2025-10-31,0.14207644306480346,0.14230588466124786,,
2025-11-03,0.1463127802534752,0.1465478945655117,,
2025-11-04,0.1455893630229723,0.14582351342493688,,
2025-11-05,0.08725138753056162,0.0873964052102255,,
2025-11-06,0.08523409130911934,0.0853760697263099,,
2025-11-07,0.09039108444833663,0.09054080287364802,,
2025-11-10,0.09882962299871231,0.09899179740553439,,
2025-11-11,0.09985217352824738,0.10001583966205674,,
2025-11-12,0.10341286605398546,0.10358169687200891,,
2025-11-13,0.09882962299871231,0.09899179740553439,,
2025-11-14,0.09882962299871231,0.09899179740553439,,
2025-11-17,0.09720583981131811,0.097365637559135,,
2025-11-18,0.09419928123205856,0.0943546530273126,,
2025-11-19,0.0,0.0,,
2025-11-20,0.0,0.0,,
2025-11-21,0.0,0.0,,
2025-11-24,0.0,0.0,,
2025-11-25,0.0,0.0,,
2025-11-26,0.0,0.0,,
2025-11-28,0.0,0.0,,
2025-12-01,0.0,0.0,,
2025-12-02,0.0,0.0,,
2025-12-03,0.07752909576180642,0.07767019344447676,,
2025-12-04,0.13584141357851132,0.136099107016,,
2025-12-05,0.13764338826578115,0.13790395456893104,,
2025-12-08,0.0,0.0,,
2025-12-09,0.0,0.0,,
2025-12-10,0.0,0.0,,
2025-12-11,0.0,0.0,,
2025-12-12,0.0,0.0,,
2025-12-15,0.0,0.0,,
2025-12-16,0.0,0.0,,
2025-12-17,0.0,0.0,,
2025-12-18,0.0,0.0,,
2025-12-19,0.0,0.0,,
2025-12-22,0.0,0.0,,
2025-12-23,0.0,0.0,,
2025-12-24,0.0,0.0,,
2025-12-26,0.0,0.0,,
2025-12-29,0.0,0.0,,
2025-12-30,0.0,0.0,,
2025-12-31,0.0,0.0,,
2026-01-02,,,0.0,0.0
2026-01-05,,,0.052119354035545316,0.05212218357233951
2026-01-06,,,0.05704420731675795,0.057047288130375615
2026-01-07,,,0.056779039552310374,0.05678616331807398
2026-01-08,,,0.05479860615469764,0.0548054958834749
2026-01-09,,,0.05765202371231789,0.057659250311278956
2026-01-12,,,0.13148699199287853,0.13151321130276108
2026-01-13,,,0.13504013628156922,0.13506695392473148
2026-01-14,,,0.13640975590804297,0.13643680264063912
2026-01-15,,,0.1363060786140693,0.13633310803522153
2026-01-16,,,0.1380984842415896,0.13812581225334983
2026-01-20,,,0.14070085279242311,0.1407286116974251
2026-01-21,,,0.15206417775668438,0.15209378172890894
2026-01-22,,,0.15333109542886764,0.1533609014365422
2026-01-23,,,0.06594897258571283,0.06596197188925138
2026-01-26,,,0.0643184729260395,0.06433117297448858
2026-01-27,,,0.06757840527397713,0.06759170251562173
2026-01-28,,,0.07140867528369942,0.07142266846774771
2026-01-29,,,0.0720200700924482,0.07203941606011594
2026-01-30,,,0.06880216683913623,0.06882071252126201
2026-02-02,,,0.07232821907114284,0.07234764136019367
2026-02-03,,,0.0,0.0
2026-02-04,,,0.04453843823093391,0.04455577948887107
2026-02-05,,,0.04486412455395539,0.044881586662826274
2026-02-06,,,0.049422471369886575,0.049441615847985676
2026-02-09,,,0.05096971608696641,0.050989427762477064
2026-02-10,,,0.05017015726483188,0.05018957607740901
2026-02-11,,,0.05275138887447932,0.05277175126751881
2026-02-12,,,0.05112884417317219,0.05114861407203433
2026-02-13,,,0.051715213577487616,0.05173519784476282
2026-02-17,,,0.050290135445391765,0.050309598236894036
2026-02-18,,,0.05174014989805986,0.05176014327548926
2026-02-19,,,0.0519084321979742,0.051928487041856417
2026-02-20,,,0.05330070251167501,0.053321265007688926
2026-02-23,,,0.052313314022178946,0.05233351665777688
2026-02-24,,,0.05395885475069928,0.053979656673256805
2026-02-25,,,0.05608382184401501,0.05610539438890301
2026-02-26,,,0.054518494990412336,0.054539500224406644
2026-02-27,,,0.05255140826895608,0.052571697752339414
2026-03-02,,,0.0,0.0
2026-03-03,,,0.0,0.0
2026-03-04,,,0.0,0.0
2026-03-05,,,0.0,0.0
2026-03-06,,,0.0,0.0
2026-03-09,,,0.0,0.0
2026-03-10,,,0.0,0.0
2026-03-11,,,0.0,0.0
2026-03-12,,,0.0,0.0
2026-03-13,,,0.0,0.0
2026-03-16,,,0.0,0.0
2026-03-17,,,0.0,0.0
2026-03-18,,,0.0,0.0
2026-03-19,,,0.0,0.0
2026-03-20,,,0.0,0.0
2026-03-23,,,0.0,0.0
2026-03-24,,,0.0,0.0
2026-03-25,,,0.0,0.0
2026-03-26,,,0.0,0.0
2026-03-27,,,0.0,0.0
2026-03-30,,,0.0,0.0
2026-03-31,,,0.0,0.0
2026-04-01,,,0.0,0.0
2026-04-02,,,0.0,0.0
2026-04-06,,,0.0,0.0
2026-04-07,,,0.0,0.0
2026-04-08,,,0.0,0.0
2026-04-09,,,0.0,0.0
2026-04-10,,,0.0,0.0
2026-04-13,,,0.08116616449515683,0.08120810711312917
2026-04-14,,,0.07950237412117662,0.07954353140524911
2026-04-15,,,0.07698621908993511,0.07702618279350008
2026-04-16,,,0.07718728774117722,0.07722734708695862
2026-04-17,,,0.08282395115143694,0.08286667317118207
2026-04-20,,,0.08256512808760061,0.0826077286264472
2026-04-21,,,0.08222783882277662,0.08227028093878798
2026-04-22,,,0.08310668431908518,0.08314953895599558
2026-04-23,,,0.086861847938881,0.08690645541927837
2026-04-24,,,0.0963239798270109,0.09637293369420412
2026-04-27,,,0.09348777417558997,0.09353543581838632
2026-04-28,,,0.08960326067637238,0.0896491377785861
2026-04-29,,,0.08954990041597825,0.08959575288632783
2026-04-30,,,0.10167225543260554,0.1017236214380686
2026-05-01,,,0.1021165327942179,0.102168097726285
2026-05-04,,,0.10123909726342246,0.10129026910709243
2026-05-05,,,0.10245665186575442,0.10250836893711295
2026-05-06,,,0.10536307485774646,0.10541608669756544
2026-05-07,,,0.09909605721750805,0.09914626534388783
2026-05-08,,,0.10114663400266727,0.10119776437262526
2026-05-11,,,0.0,0.0
2026-05-12,,,0.0,0.0
2026-05-13,,,0.0,0.0
2026-05-14,,,0.0,0.0
2026-05-15,,,0.0,0.0
2026-05-18,,,0.0,0.0
2026-05-19,,,0.0,0.0
2026-05-20,,,0.04598430173698563,0.04601389937570185
2026-05-21,,,0.04756263064729206,0.04759319349228777
2026-05-22,,,0.048935602439233526,0.04896700217159666
2026-05-26,,,0.05072785270418223,0.05076034106314792
2026-05-27,,,0.12924383796017883,0.12933689956207886
2026-05-28,,,0.13082764317517423,0.13092167372505625
2026-05-29,,,0.054725600893665134,0.054765101198728156
2026-06-01,,,0.12981019040371447,0.12991323887533807
2026-06-02,,,0.13375157359722428,0.13385726960213037
2026-06-03,,,0.1309088445911089,0.13101263390941145
2026-06-04,,,0.1318052976963781,0.13190968988003016
2026-06-05,,,0.05113961233917506,0.05118071724884599
2026-06-08,,,0.0,0.0
2026-06-09,,,0.0,0.0
2026-06-10,,,0.0,0.0
2026-06-11,,,0.0,0.0
2026-06-12,,,0.14009076397963072,0.14022860801724976
2026-06-15,,,0.14363305224111256,0.1437737989973132
2026-06-16,,,0.13568074369392716,0.13581493379008266
2026-06-17,,,0.13677736697808404,0.13691246984742073
2026-06-18,,,0.14454267785746658,0.14468416536637785
2026-06-22,,,0.14991407410583535,0.150059897169921
2026-06-23,,,0.13797768540773697,0.1381137842033578
2026-06-24,,,0.1373481754923038,0.13748375238347632
2026-06-25,,,0.06392871679419056,0.06399647065713468
2026-06-26,,,0.13066960849119608,0.13081852425560325
2026-06-29,,,0.073838781440488,0.07392706152064486
2026-06-30,,,0.07687453605644219,0.07696614400187983
2026-07-01,,,0.06851261298005562,0.0685949968335376
2026-07-02,,,0.0,0.0
2026-07-06,,,0.0,0.0
2026-07-07,,,0.0,0.0
2026-07-08,,,0.0,0.0
2026-07-09,,,0.0,0.0
2026-07-10,,,0.0,0.0
2026-07-13,,,0.0,0.0
2026-07-14,,,0.0,0.0
2026-07-15,,,0.0,0.0
2026-07-16,,,0.0,0.0
2026-07-17,,,0.0,0.0
2026-07-20,,,0.0,0.0
2026-07-21,,,0.0,0.0
2026-07-22,,,0.0,0.0
2026-07-23,,,0.0,0.0
2026-07-24,,,0.0,0.0
2026-07-27,,,0.0,0.0
2026-07-28,,,0.0,0.0
2026-07-29,,,0.0,0.0
2026-07-30,,,0.0,0.0
2026-07-31,,,0.0,0.0
2026-08-03,,,0.0,0.0
2026-08-04,,,0.0,0.0
2026-08-05,,,0.0,0.0
2026-08-06,,,0.0,0.0
2026-08-07,,,0.0,0.0
